mvalorarriendo,mareac,mnrocuartos,mnrobanos,mnrogarajes,mzona_nombre
1550000,95.0,2.0,3.0,1.0,Noroccidente
5000000,140.0,3.0,4.0,2.0,Noroccidente
1800000,91.0,3.0,3.0,1.0,Noroccidente
1669000,114.0,3.0,3.0,1.0,Noroccidente
1300000,57.0,1.0,1.0,1.0,Noroccidente
1611000,90.0,2.0,3.0,1.0,Noroccidente
1200000,62.0,3.0,2.0,1.0,Noroccidente
2300000,146.0,4.0,4.0,1.0,Noroccidente
1100000,74.0,2.0,2.0,1.0,Noroccidente
1100000,50.0,1.0,2.0,1.0,Noroccidente
1600000,115.0,2.0,3.0,1.0,Noroccidente
1000000,80.0,2.0,1.0,1.0,Noroccidente
1305000,112.0,3.0,3.0,1.0,Noroccidente
1300000,76.0,2.0,2.0,0.0,Noroccidente
930000,60.0,3.0,2.0,0.0,Suroccidente
1300000,60.0,3.0,2.0,1.0,Noroccidente
1800000,42.0,1.0,1.0,1.0,Noroccidente
900000,70.0,1.0,2.0,0.0,Suroccidente
2090000,95.0,2.0,2.0,1.0,Noroccidente
1825000,127.0,3.0,2.0,1.0,Noroccidente
2200000,185.0,3.0,4.0,2.0,Noroccidente
2400000,133.0,3.0,2.0,1.0,Noroccidente
3500000,240.0,3.0,3.0,2.0,Noroccidente
1400000,43.5,1.0,1.0,1.0,Noroccidente
1500000,100.0,3.0,3.0,2.0,Noroccidente
2800000,210.0,3.0,5.0,2.0,Noroccidente
2000000,100.0,2.0,4.0,2.0,Noroccidente
1850000,70.0,1.0,2.0,2.0,Noroccidente
2000000,330.0,3.0,4.0,2.0,Noroccidente
821000,41.0,1.0,2.0,1.0,Noroccidente
1150000,76.0,2.0,2.0,1.0,Noroccidente
2150000,98.0,2.0,2.0,2.0,Noroccidente
2274000,75.0,2.0,2.0,1.0,Noroccidente
1350000,45.0,1.0,1.0,1.0,Noroccidente
2600000,140.0,3.0,3.0,2.0,Noroccidente
3500000,161.0,2.0,3.0,1.0,Noroccidente
2638000,95.0,2.0,3.0,2.0,Noroccidente
2500000,70.0,3.0,2.0,2.0,Noroccidente
1418000,66.0,2.0,2.0,1.0,Noroccidente
2700000,165.0,3.0,4.0,2.0,Noroccidente
1032000,68.0,1.0,1.0,0.0,Noroccidente
1200000,88.0,3.0,2.0,1.0,Noroccidente
1200000,65.0,2.0,2.0,1.0,Noroccidente
2000000,35.0,1.0,1.0,1.0,Noroccidente
4150000,137.0,3.0,2.0,2.0,Noroccidente
2900000,143.0,3.0,4.0,2.0,Noroccidente
1369000,53.0,1.0,2.0,1.0,Noroccidente
1200000,75.0,2.0,2.0,1.0,Noroccidente
4800000,250.0,3.0,3.0,1.0,Noroccidente
1470000,87.0,3.0,2.0,1.0,Noroccidente
1250000,100.0,3.0,2.0,1.0,Noroccidente
2500000,90.0,2.0,2.0,1.0,Noroccidente
974000,65.0,2.0,1.0,1.0,Noroccidente
3300000,121.0,3.0,2.0,0.0,Noroccidente
2400000,40.0,1.0,1.0,0.0,Noroccidente
800000,48.0,1.0,1.0,1.0,Suroccidente
1400000,75.0,3.0,2.0,1.0,Noroccidente
1290000,115.0,3.0,2.0,1.0,Noroccidente
790000,53.0,1.0,1.0,1.0,Noroccidente
6000000,350.0,3.0,3.0,0.0,Noroccidente
1300000,70.0,3.0,2.0,1.0,Noroccidente
1500000,163.0,3.0,2.0,1.0,Noroccidente
1899000,272.0,3.0,3.0,2.0,Noroccidente
2300000,73.0,3.0,2.0,1.0,Noroccidente
1420000,120.0,3.0,2.0,1.0,Noroccidente
1200000,66.0,2.0,2.0,1.0,Noroccidente
1100000,69.0,3.0,2.0,1.0,Noroccidente
1700000,68.0,3.0,2.0,0.0,Noroccidente
2154000,86.0,2.0,3.0,1.0,Industrial y Alrededores
1390000,115.0,3.0,2.0,1.0,Noroccidente
1350000,58.0,1.0,1.0,1.0,Noroccidente
1316000,68.0,2.0,2.0,1.0,Noroccidente
2100000,53.0,2.0,2.0,2.0,Noroccidente
1700000,83.0,3.0,2.0,1.0,Noroccidente
1900000,99.0,2.0,3.0,1.0,Noroccidente
2100000,170.0,3.0,4.0,2.0,Noroccidente
1100000,120.0,2.0,2.0,1.0,Noroccidente
6000000,285.0,3.0,3.0,3.0,Noroccidente
2100000,111.0,3.0,2.0,1.0,Noroccidente
1200000,40.0,1.0,1.0,1.0,Noroccidente
1200000,42.0,1.0,1.0,1.0,Noroccidente
1900000,158.0,4.0,4.0,2.0,Noroccidente
1112000,94.0,2.0,2.0,0.0,Noroccidente
2500000,106.0,3.0,2.0,1.0,Noroccidente
3350000,162.0,2.0,3.0,2.0,Noroccidente
2100000,90.0,3.0,3.0,1.0,Noroccidente
1350000,104.0,3.0,2.0,0.0,Noroccidente
820000,55.0,2.0,1.0,0.0,Suroccidente
1228000,90.0,3.0,2.0,1.0,Noroccidente
1500000,34.0,1.0,1.0,1.0,Noroccidente
1200000,80.0,2.0,2.0,1.0,Noroccidente
4600000,160.0,3.0,5.0,2.0,Noroccidente
2700000,76.0,3.0,3.0,1.0,Noroccidente
1300000,82.0,1.0,2.0,1.0,Noroccidente
1184000,67.0,2.0,2.0,1.0,Noroccidente
2500000,135.0,3.0,3.0,2.0,Noroccidente
8000000,270.0,3.0,3.0,2.0,Noroccidente
1242370,52.0,2.0,2.0,1.0,Noroccidente
1320000,90.0,2.0,3.0,1.0,Noroccidente
3740000,160.0,3.0,2.0,1.0,Noroccidente
4500000,192.0,3.0,4.0,2.0,Noroccidente
1600000,47.0,1.0,1.0,2.0,Noroccidente
6950000,350.0,4.0,5.0,3.0,Noroccidente
1100000,79.0,2.0,1.0,1.0,Noroccidente
2320000,40.0,1.0,1.0,2.0,Noroccidente
1289750,75.0,3.0,2.0,1.0,Noroccidente
1600000,79.0,2.0,2.0,1.0,Noroccidente
1500000,108.0,3.0,2.0,1.0,Noroccidente
1490000,112.0,3.0,4.0,2.0,Noroccidente
1100000,37.0,1.0,1.0,1.0,Noroccidente
2350000,159.0,3.0,3.0,1.0,Noroccidente
1240000,101.0,2.0,1.0,1.0,Noroccidente
1200000,60.0,2.0,2.0,1.0,Noroccidente
1800000,145.0,3.0,3.0,1.0,Noroccidente
850000,54.0,1.0,1.0,1.0,Noroccidente
981000,70.0,3.0,2.0,0.0,Suroccidente
2200000,126.0,3.0,3.0,1.0,Noroccidente
1100000,90.0,2.0,2.0,1.0,Noroccidente
700000,40.0,1.0,1.0,0.0,Noroccidente
1316000,68.0,3.0,2.0,1.0,Noroccidente
2030000,58.0,1.0,1.0,1.0,Noroccidente
2000000,84.0,3.0,2.0,1.0,Noroccidente
1100000,65.0,3.0,2.0,0.0,Noroccidente
1400000,45.0,1.0,1.0,1.0,Noroccidente
2500000,80.0,1.0,3.0,1.0,Noroccidente
800000,60.0,2.0,2.0,0.0,Suroccidente
3000000,155.0,3.0,4.0,2.0,Noroccidente
1200000,60.0,3.0,2.0,1.0,Noroccidente
1500000,90.0,2.0,3.0,1.0,Noroccidente
790000,44.0,1.0,1.0,1.0,Noroccidente
1980000,71.0,1.0,2.0,1.0,Noroccidente
1090000,120.0,2.0,2.0,1.0,Noroccidente
1250000,177.0,3.0,3.0,1.0,Noroccidente
1500000,115.0,2.0,2.0,1.0,Noroccidente
2300000,75.0,2.0,2.0,0.0,Noroccidente
1600000,80.0,2.0,2.0,1.0,Noroccidente
1000000,75.0,2.0,2.0,1.0,Noroccidente
1500000,68.0,2.0,2.0,0.0,Noroccidente
1400000,57.0,1.0,1.0,1.0,Noroccidente
1248796,64.0,3.0,2.0,1.0,Noroccidente
3520000,116.0,3.0,2.0,1.0,Noroccidente
1309000,100.0,3.0,2.0,1.0,Noroccidente
820000,84.0,2.0,2.0,0.0,Noroccidente
4000000,226.0,3.0,3.0,0.0,Noroccidente
840000,45.0,1.0,1.0,1.0,Noroccidente
3100000,83.0,2.0,2.0,1.0,Noroccidente
1500000,120.0,3.0,3.0,1.0,Noroccidente
2363000,90.0,2.0,1.0,0.0,Noroccidente
2203000,100.0,2.0,3.0,1.0,Noroccidente
940000,38.0,1.0,1.0,1.0,Noroccidente
1718000,96.0,3.0,2.0,1.0,Noroccidente
1812000,117.0,3.0,3.0,1.0,Noroccidente
1200000,90.0,2.0,3.0,1.0,Noroccidente
1246000,58.0,1.0,1.0,1.0,Noroccidente
2200000,93.0,2.0,2.0,1.0,Noroccidente
2000000,120.0,3.0,3.0,1.0,Noroccidente
1650000,73.0,3.0,2.0,1.0,Noroccidente
1025600,65.0,3.0,2.0,0.0,Noroccidente
1993000,112.0,3.0,3.0,2.0,Noroccidente
3470000,142.0,3.0,2.0,2.0,Noroccidente
1400000,70.0,3.0,2.0,1.0,Noroccidente
1611000,58.0,1.0,2.0,0.0,Noroccidente
1500000,78.0,3.0,2.0,1.0,Noroccidente
1200000,60.0,1.0,2.0,1.0,Noroccidente
1100000,60.0,2.0,1.0,0.0,Noroccidente
1300001,48.0,1.0,1.0,1.0,Noroccidente
2405000,120.0,3.0,3.0,2.0,Noroccidente
1370000,73.0,2.0,3.0,1.0,Noroccidente
2600000,225.0,4.0,3.0,1.0,Noroccidente
1280000,91.0,3.0,2.0,1.0,Noroccidente
1250000,78.0,3.0,2.0,0.0,Noroccidente
1490000,68.0,1.0,2.0,1.0,Noroccidente
4870000,211.0,3.0,5.0,3.0,Noroccidente
2000000,95.0,2.0,3.0,1.0,Noroccidente
1300000,88.0,3.0,2.0,1.0,Noroccidente
1300000,56.0,2.0,1.0,1.0,Noroccidente
1100000,60.0,2.0,1.0,0.0,Noroccidente
1100000,60.0,2.0,1.0,0.0,Noroccidente
1100000,60.0,2.0,1.0,0.0,Noroccidente
1755000,112.0,3.0,2.0,2.0,Noroccidente
1000000,177.0,3.0,2.0,1.0,Noroccidente
1000000,45.0,1.0,1.0,0.0,Noroccidente
4500000,148.0,4.0,5.0,0.0,Noroccidente
1348000,85.0,3.0,2.0,1.0,Noroccidente
1400000,93.0,3.0,2.0,1.0,Noroccidente
1500000,125.0,3.0,2.0,1.0,Noroccidente
1600000,55.0,1.0,1.0,1.0,Noroccidente
2270000,92.0,2.0,2.0,1.0,Noroccidente
7950000,232.0,3.0,4.0,1.0,Noroccidente
1300000,48.0,1.0,1.0,1.0,Noroccidente
1300000,68.0,3.0,2.0,1.0,Noroccidente
2800000,120.0,3.0,4.0,2.0,Noroccidente
2000000,91.0,3.0,3.0,1.0,Noroccidente
2000000,45.0,1.0,1.0,1.0,Noroccidente
1264000,86.0,2.0,2.0,1.0,Noroccidente
1500000,93.0,3.0,2.0,2.0,Noroccidente
1170000,70.0,1.0,2.0,1.0,Noroccidente
2850000,55.0,1.0,1.0,1.0,Noroccidente
1400000,60.0,1.0,1.0,1.0,Noroccidente
1800000,130.0,2.0,2.0,1.0,Noroccidente
2200000,130.0,3.0,3.0,2.0,Noroccidente
1375000,120.0,3.0,2.0,1.0,Noroccidente
1200000,147.0,3.0,2.0,0.0,Noroccidente
1260000,76.0,3.0,2.0,1.0,Noroccidente
950000,50.0,1.0,1.0,1.0,Noroccidente
1900000,87.0,3.0,2.0,1.0,Noroccidente
1414697,67.0,3.0,2.0,1.0,Noroccidente
3100000,271.0,3.0,4.0,2.0,Noroccidente
1750000,100.0,4.0,3.0,1.0,Noroccidente
1034000,68.0,2.0,1.0,1.0,Noroccidente
2620000,98.0,2.0,2.0,2.0,Noroccidente
2910000,153.0,3.0,3.0,1.0,Noroccidente
1400000,62.0,2.0,2.0,1.0,Noroccidente
950000,70.0,1.0,1.0,0.0,Noroccidente
1000000,105.0,2.0,1.0,0.0,Noroccidente
5500000,269.0,4.0,5.0,2.0,Noroccidente
1700000,83.0,3.0,2.0,1.0,Noroccidente
2000000,70.0,2.0,2.0,1.0,Noroccidente
1100000,93.0,3.0,2.0,1.0,Noroccidente
1600000,44.0,1.0,1.0,1.0,Noroccidente
1269000,77.0,3.0,2.0,0.0,Noroccidente
8000000,340.0,3.0,4.0,2.0,Noroccidente
3000000,75.0,1.0,2.0,2.0,Noroccidente
1500000,56.0,1.0,1.0,1.0,Noroccidente
5859000,200.0,3.0,4.0,2.0,Noroccidente
1390000,115.0,3.0,3.0,1.0,Noroccidente
2000000,95.0,2.0,2.0,1.0,Noroccidente
1100000,87.0,3.0,1.0,0.0,Suroccidente
1059000,78.0,3.0,2.0,1.0,Noroccidente
2200000,144.0,3.0,2.0,1.0,Noroccidente
1600000,84.0,3.0,2.0,1.0,Noroccidente
1320000,93.0,3.0,2.0,2.0,Noroccidente
1142000,99.0,2.0,2.0,1.0,Noroccidente
1570000,275.0,3.0,2.0,1.0,Noroccidente
2500000,162.0,3.0,3.0,1.0,Noroccidente
911000,65.0,2.0,1.0,1.0,Noroccidente
1200000,70.0,3.0,2.0,0.0,Noroccidente
7000000,270.0,3.0,4.0,2.0,Noroccidente
1310000,108.0,2.0,3.0,2.0,Noroccidente
8000000,205.0,3.0,4.0,2.0,Noroccidente
2500000,86.0,3.0,2.0,1.0,Noroccidente
1116000,52.0,1.0,1.0,1.0,Noroccidente
1080000,38.0,1.0,2.0,1.0,Noroccidente
1200000,39.0,1.0,2.0,1.0,Noroccidente
1500000,81.0,2.0,2.0,2.0,Noroccidente
1213000,110.0,3.0,2.0,1.0,Noroccidente
3113000,176.0,3.0,2.0,3.0,Noroccidente
850000,70.0,3.0,1.0,0.0,Suroccidente
1580000,71.0,3.0,2.0,0.0,Noroccidente
1770000,80.0,2.0,2.0,1.0,Noroccidente
1740000,67.0,1.0,2.0,1.0,Noroccidente
1600000,92.0,2.0,2.0,1.0,Noroccidente
2400000,138.0,3.0,2.0,1.0,Noroccidente
900000,60.0,3.0,2.0,0.0,Suroccidente
1670000,39.0,1.0,1.0,1.0,Noroccidente
4000000,250.0,3.0,3.0,2.0,Noroccidente
1300000,40.0,1.0,1.0,1.0,Noroccidente
3099000,93.0,3.0,3.0,1.0,Noroccidente
2000000,112.0,3.0,3.0,2.0,Noroccidente
902000,40.0,1.0,2.0,1.0,Noroccidente
925000,47.0,1.0,1.0,1.0,Noroccidente
1090000,36.6,1.0,1.0,1.0,Noroccidente
2470000,173.0,3.0,3.0,1.0,Noroccidente
1700000,75.0,2.0,2.0,1.0,Noroccidente
1204700,45.0,1.0,1.0,1.0,Noroccidente
1426000,70.0,2.0,2.0,1.0,Noroccidente
3000000,68.0,2.0,2.0,1.0,Noroccidente
1500000,71.0,2.0,2.0,1.0,Noroccidente
4700000,233.0,3.0,4.0,2.0,Noroccidente
1200000,42.0,1.0,1.0,1.0,Noroccidente
1550000,68.0,2.0,3.0,1.0,Noroccidente
1234000,79.0,2.0,1.0,1.0,Noroccidente
870000,60.0,1.0,1.0,1.0,Noroccidente
1400000,40.0,1.0,2.0,1.0,Noroccidente
1550000,68.0,2.0,2.0,1.0,Noroccidente
956000,39.0,1.0,1.0,1.0,Noroccidente
1600000,115.0,3.0,2.0,1.0,Noroccidente
3500000,278.0,3.0,4.0,2.0,Noroccidente
1600000,120.0,3.0,3.0,2.0,Noroccidente
2150000,105.0,3.0,3.0,1.0,Noroccidente
3200000,266.0,3.0,4.0,2.0,Noroccidente
1000000,72.0,2.0,2.0,1.0,Noroccidente
1320000,55.0,2.0,3.0,1.0,Noroccidente
1300000,87.0,2.0,2.0,1.0,Noroccidente
1300000,120.0,3.0,2.0,1.0,Noroccidente
1800000,96.0,3.0,2.0,1.0,Noroccidente
950000,60.0,3.0,2.0,0.0,Suroccidente
2850000,130.0,3.0,3.0,0.0,Noroccidente
2000000,63.0,1.0,1.0,0.0,Noroccidente
950000,65.0,3.0,2.0,0.0,Suroccidente
1850000,90.0,2.0,3.0,1.0,Noroccidente
1700000,76.0,3.0,2.0,0.0,Noroccidente
870000,84.0,2.0,1.0,0.0,Suroccidente
2400000,180.0,3.0,2.0,2.0,Noroccidente
1120000,43.0,1.0,1.0,1.0,Noroccidente
1800000,80.0,3.0,2.0,0.0,Noroccidente
1500000,69.0,2.0,2.0,0.0,Noroccidente
1500000,76.0,3.0,2.0,0.0,Noroccidente
950000,60.0,3.0,2.0,0.0,Suroccidente
1400000,67.0,2.0,2.0,1.0,Noroccidente
2400000,94.0,2.0,2.0,2.0,Noroccidente
1350000,110.0,2.0,2.0,1.0,Noroccidente
2000000,85.0,3.0,2.0,1.0,Noroccidente
2200000,93.0,2.0,3.0,1.0,Noroccidente
1800000,43.0,1.0,1.0,1.0,Noroccidente
980000,42.0,1.0,1.0,1.0,Noroccidente
1350000,52.0,1.0,2.0,1.0,Noroccidente
2200000,130.0,2.0,3.0,1.0,Noroccidente
1700000,70.0,2.0,2.0,1.0,Noroccidente
6000000,380.0,3.0,5.0,2.0,Noroccidente
1800000,138.0,3.0,2.0,1.0,Noroccidente
2500000,110.0,3.0,3.0,1.0,Noroccidente
2100000,118.0,3.0,2.0,1.0,Noroccidente
1100000,41.0,1.0,1.0,1.0,Noroccidente
1250000,87.0,2.0,2.0,1.0,Noroccidente
1200000,70.0,2.0,2.0,1.0,Noroccidente
1087000,80.0,2.0,1.0,1.0,Noroccidente
1400000,92.0,2.0,2.0,1.0,Noroccidente
1100000,45.0,1.0,1.0,1.0,Noroccidente
1586000,48.0,1.0,2.0,1.0,Noroccidente
1800000,86.0,3.0,2.0,1.0,Noroccidente
1000000,68.0,3.0,2.0,1.0,Suroccidente
1400000,55.0,3.0,2.0,1.0,Noroccidente
1000000,60.0,1.0,1.0,1.0,Noroccidente
1400000,66.0,3.0,2.0,1.0,Noroccidente
1200000,66.0,3.0,2.0,1.0,Noroccidente
1100000,65.0,3.0,2.0,1.0,Noroccidente
1250000,51.0,2.0,2.0,1.0,Noroccidente
1600000,90.0,3.0,2.0,1.0,Noroccidente
1500000,66.0,3.0,2.0,1.0,Noroccidente
1160000,57.0,1.0,1.0,1.0,Noroccidente
2000000,78.25,2.0,2.0,1.0,Noroccidente
1700000,88.5,2.0,2.0,1.0,Noroccidente
2100000,116.0,3.0,3.0,1.0,Noroccidente
930000,65.0,3.0,2.0,0.0,Noroccidente
1200000,70.0,3.0,2.0,1.0,Noroccidente
800000,66.0,2.0,2.0,1.0,Suroccidente
1500000,94.0,3.0,2.0,1.0,Noroccidente
750000,32.0,1.0,1.0,0.0,Noroccidente
1799000,198.0,3.0,3.0,2.0,Noroccidente
800000,93.0,3.0,2.0,0.0,Suroccidente
2800000,80.0,2.0,2.0,1.0,Noroccidente
1204000,105.0,3.0,3.0,0.0,Noroccidente
1078300,34.0,1.0,1.0,0.0,Noroccidente
2980000,88.0,3.0,3.0,1.0,Noroccidente
2720000,80.0,3.0,3.0,1.0,Noroccidente
2980000,88.0,3.0,3.0,1.0,Noroccidente
3200000,81.0,3.0,3.0,1.0,Noroccidente
2500000,139.0,3.0,4.0,2.0,Noroccidente
980000,74.0,2.0,2.0,1.0,Noroccidente
1650000,169.0,3.0,2.0,1.0,Noroccidente
1300000,58.0,1.0,1.0,0.0,Noroccidente
2800000,82.0,2.0,3.0,2.0,Noroccidente
1374000,85.0,2.0,1.0,1.0,Noroccidente
1465000,106.0,3.0,2.0,1.0,Noroccidente
1236000,78.0,2.0,2.0,0.0,Industrial y Alrededores
1300000,86.0,2.0,1.0,2.0,Noroccidente
5200000,192.0,3.0,5.0,2.0,Noroccidente
5986000,228.0,3.0,4.0,2.0,Noroccidente
1600000,150.0,4.0,3.0,2.0,Noroccidente
2500000,107.0,2.0,3.0,2.0,Noroccidente
1430000,68.0,2.0,2.0,1.0,Noroccidente
1100000,109.0,3.0,2.0,1.0,Noroccidente
930000,45.0,1.0,1.0,1.0,Noroccidente
1178000,66.0,2.0,2.0,1.0,Noroccidente
970000,58.0,3.0,2.0,1.0,Noroccidente
1290000,119.0,3.0,2.0,2.0,Noroccidente
1560000,40.0,1.0,2.0,1.0,Noroccidente
1155000,59.0,3.0,2.0,1.0,Noroccidente
1240000,40.0,1.0,2.0,1.0,Noroccidente
1304700,80.0,2.0,3.0,1.0,Noroccidente
1450000,86.0,2.0,3.0,1.0,Otros
1000000,38.0,1.0,1.0,1.0,Noroccidente
2500000,124.0,3.0,2.0,2.0,Noroccidente
946000,100.0,2.0,1.0,1.0,Noroccidente
1100000,39.0,1.0,1.0,1.0,Noroccidente
980000,55.0,2.0,2.0,0.0,Suroccidente
7000000,260.0,3.0,3.0,2.0,Noroccidente
2000000,198.0,3.0,2.0,1.0,Noroccidente
600000,60.0,2.0,1.0,0.0,Suroccidente
1110000,110.0,2.0,2.0,2.0,Noroccidente
4000000,200.0,3.0,4.0,1.0,Noroccidente
950000,83.0,2.0,2.0,1.0,Suroccidente
902500,40.0,1.0,2.0,1.0,Noroccidente
1200000,40.0,1.0,1.0,1.0,Noroccidente
3500000,180.0,3.0,4.0,0.0,Noroccidente
940000,103.0,2.0,1.0,1.0,Noroccidente
1200000,40.0,1.0,2.0,1.0,Noroccidente
1290000,100.0,2.0,2.0,1.0,Noroccidente
8000000,280.0,4.0,5.0,0.0,Noroccidente
950000,49.0,1.0,1.0,1.0,Noroccidente
2800000,144.0,3.0,4.0,2.0,Noroccidente
1200000,80.0,2.0,2.0,1.0,Noroccidente
950000,81.0,1.0,1.0,1.0,Noroccidente
4050000,160.0,3.0,4.0,2.0,Noroccidente
1700000,65.0,2.0,2.0,1.0,Noroccidente
1800000,138.0,3.0,3.0,2.0,Noroccidente
1050000,59.0,2.0,2.0,1.0,Noroccidente
2500000,163.0,3.0,3.0,2.0,Noroccidente
1350000,59.0,2.0,2.0,1.0,Noroccidente
950000,34.0,1.0,1.0,0.0,Noroccidente
850000,60.0,2.0,1.0,0.0,Suroccidente
1310000,138.0,3.0,2.0,2.0,Noroccidente
750000,75.0,2.0,1.0,1.0,Suroccidente
1200000,46.0,3.0,2.0,1.0,Otros
5150000,198.0,3.0,4.0,2.0,Noroccidente
2040000,91.0,3.0,2.0,1.0,Noroccidente
1832000,85.0,2.0,3.0,2.0,Otros
1400000,84.0,3.0,3.0,1.0,Noroccidente
1250000,45.0,1.0,1.0,1.0,Noroccidente
1719000,110.0,3.0,2.0,1.0,Noroccidente
1200000,78.0,2.0,2.0,1.0,Noroccidente
1013000,53.0,2.0,2.0,1.0,Otros
1156325,58.0,2.0,2.0,1.0,Noroccidente
1500000,79.0,3.0,2.0,1.0,Otros
1260000,80.0,3.0,2.0,1.0,Noroccidente
1258000,104.0,3.0,2.0,1.0,Noroccidente
1400000,81.0,3.0,2.0,1.0,Noroccidente
1000000,52.0,1.0,1.0,1.0,Noroccidente
1200000,50.0,1.0,1.0,1.0,Noroccidente
1700000,120.0,3.0,1.0,0.0,Suroccidente
1250000,95.0,3.0,2.0,1.0,Noroccidente
1800000,97.0,3.0,2.0,1.0,Noroccidente
900000,54.0,2.0,2.0,0.0,Otros
1450000,80.0,2.0,3.0,1.0,Noroccidente
1000000,76.0,2.0,1.0,0.0,Suroccidente
973000,78.0,2.0,2.0,1.0,Noroccidente
1300000,52.0,1.0,1.0,1.0,Noroccidente
1400000,81.0,2.0,3.0,0.0,Noroccidente
2300000,168.0,3.0,2.0,1.0,Noroccidente
1284000,54.0,2.0,1.0,1.0,Noroccidente
1131100,66.0,3.0,2.0,0.0,Noroccidente
700000,68.0,2.0,1.0,0.0,Suroccidente
2500000,170.0,3.0,3.0,1.0,Noroccidente
1200000,59.0,2.0,2.0,1.0,Suroccidente
4000000,205.0,3.0,5.0,2.0,Noroccidente
2800000,250.0,4.0,4.0,2.0,Noroccidente
1750000,70.0,2.0,2.0,1.0,Noroccidente
2000000,83.0,3.0,2.0,1.0,Noroccidente
2500000,180.0,3.0,2.0,1.0,Noroccidente
1673520,73.0,2.0,2.0,1.0,Noroccidente
3450780,151.0,3.0,3.0,1.0,Noroccidente
1776120,77.0,2.0,2.0,1.0,Noroccidente
2368920,103.0,3.0,2.0,1.0,Noroccidente
3648000,160.0,3.0,2.0,1.0,Noroccidente
1043000,40.0,1.0,1.0,1.0,Noroccidente
2000000,198.0,3.0,3.0,2.0,Noroccidente
1258560,55.0,2.0,2.0,1.0,Noroccidente
3100000,153.0,3.0,4.0,0.0,Noroccidente
4500000,165.0,3.0,3.0,2.0,Noroccidente
1116000,116.0,2.0,2.0,1.0,Noroccidente
825000,75.0,2.0,2.0,1.0,Suroccidente
750000,50.0,2.0,1.0,0.0,Suroccidente
1500000,84.0,2.0,2.0,1.0,Noroccidente
963000,40.0,1.0,1.0,1.0,Noroccidente
1336000,51.0,2.0,1.0,1.0,Noroccidente
1200000,71.0,3.0,2.0,0.0,Noroccidente
2100000,82.0,4.0,2.0,1.0,Otros
1150000,86.0,2.0,2.0,1.0,Noroccidente
4500000,245.0,3.0,3.0,2.0,Noroccidente
1600000,83.0,3.0,2.0,1.0,Otros
3595000,270.0,4.0,5.0,1.0,Noroccidente
600000,80.0,3.0,3.0,0.0,Suroccidente
1800000,84.0,3.0,3.0,1.0,Noroccidente
2500000,251.0,3.0,4.0,4.0,Noroccidente
2000000,40.0,1.0,1.0,0.0,Noroccidente
1057000,55.0,2.0,2.0,0.0,Noroccidente
2230000,75.0,2.0,2.0,2.0,Noroccidente
1600000,74.0,2.0,2.0,1.0,Noroccidente
2500000,149.0,3.0,3.0,2.0,Noroccidente
2800000,250.0,3.0,3.0,2.0,Noroccidente
1085000,90.0,3.0,2.0,0.0,Noroccidente
780000,58.0,2.0,1.0,0.0,Suroccidente
1200000,80.0,3.0,2.0,1.0,Noroccidente
800000,40.0,2.0,1.0,0.0,Suroccidente
900000,65.0,3.0,2.0,1.0,Otros
1900000,132.0,3.0,2.0,1.0,Noroccidente
2150000,58.0,2.0,2.0,1.0,Noroccidente
1400000,72.0,2.0,2.0,1.0,Noroccidente
2060000,117.0,3.0,3.0,2.0,Otros
3500000,112.0,3.0,3.0,1.0,Noroccidente
1350000,80.0,3.0,2.0,1.0,Noroccidente
900000,76.0,2.0,1.0,1.0,Noroccidente
4500000,156.0,3.0,3.0,2.0,Noroccidente
1900000,124.0,3.0,2.0,1.0,Noroccidente
750000,32.0,1.0,1.0,0.0,Noroccidente
950000,50.0,2.0,1.0,0.0,Noroccidente
1600000,125.0,3.0,3.0,1.0,Noroccidente
1000000,60.0,2.0,2.0,1.0,Suroccidente
1100000,121.0,2.0,2.0,2.0,Noroccidente
4000000,176.0,3.0,4.0,1.0,Noroccidente
1000000,84.0,2.0,2.0,1.0,Noroccidente
850000,60.0,2.0,1.0,1.0,Noroccidente
1600000,65.0,3.0,2.0,1.0,Noroccidente
1050000,74.0,3.0,2.0,0.0,Suroccidente
1030000,86.0,3.0,2.0,1.0,Suroccidente
1300000,102.0,3.0,2.0,1.0,Suroccidente
1800000,105.0,3.0,2.0,2.0,Noroccidente
1500000,130.0,3.0,3.0,1.0,Noroccidente
1200000,83.0,3.0,2.0,1.0,Suroccidente
620000,70.0,2.0,1.0,0.0,Suroccidente
1500000,110.0,3.0,2.0,1.0,Noroccidente
413000,25.0,1.0,1.0,0.0,Suroccidente
1300000,72.0,2.0,2.0,1.0,Noroccidente
1200000,58.0,3.0,2.0,1.0,Noroccidente
1600000,42.0,1.0,1.0,1.0,Noroccidente
900000,65.0,3.0,2.0,0.0,Noroccidente
750000,38.0,1.0,1.0,1.0,Noroccidente
650000,78.0,2.0,1.0,0.0,Suroccidente
980000,70.0,2.0,1.0,1.0,Noroccidente
1200000,80.0,2.0,1.0,0.0,Suroccidente
1600000,70.0,3.0,1.0,1.0,Industrial y Alrededores
1350000,71.0,3.0,2.0,1.0,Noroccidente
1500000,66.0,2.0,2.0,1.0,Noroccidente
1100000,30.0,1.0,1.0,0.0,Noroccidente
1450000,42.0,1.0,1.0,1.0,Noroccidente
1400000,128.0,3.0,2.0,1.0,Noroccidente
1090000,82.0,3.0,1.0,1.0,Noroccidente
1120000,63.0,3.0,2.0,1.0,Noroccidente
1046000,64.0,2.0,2.0,1.0,Noroccidente
